label,text
0,laMDa logI kyA
1,samaya bhI kyA khela khelatA hai jIsako dila se chAho usase kUcha kahe bhI nahIM pate haiM yAda itanA Ate haiM  kI tuma yAda karo yA bhula  jAo ye marajI tumhArI he tuma yAda theM yAda ho ऑra yAda rahoge ye mArajI hamArI haiM    AI misa yU
1,duniyA meM rahanA hai to duniyA se kaTe kaise....
1,terI mammI kI jaya kyA chIja banAI dUdha meM jaise AI malAI .......🤧🤧🤧  🤣🤣🤣🤣😝😝😝😝😝
0,jora se bolo raMDI No. ......😅😅😅😅😅
0,kuCha sharma karo itanI ChoTI to tumhArI beTI hogI
0,abe sAle chutIai  6 sAla meM yaha itanA ba.DA ho jAegA kyA pablika pAgala nahIM hai
0,isakI mAM kI bhosa.DA dosta ke nAma para kalaMka ho tuma
0,sAlA hama loga itanI mehanata karate haiM phira bhI paise nahIM kamAte haiM yaha loga apanI bUbsa dikhA kara paise masta kamAtI hai bUbsa dikhAne kA jamAnA A gayA hai
0,ba.DA sukUna hai dila se tumape maratI hUM
0,i bhI utAra de rAnDa
1,abbU ne itanA hI sikhAyA hai
0,isa hoTala vAle ko bola denA chAhie ki TAimapAsa karane ke lie kasTamara kA hoTala ko lubhAne ke lie apanI bahana-beTI ko naMgA kara ke hoTala ke geTa para baiThA denA chAhie tAki janatA AkarShaka hokara hoTala maiM khAnA khAne ke lie bhI.Da laga jAegI| bhAratIya nArI to sA.DI meM thI hai aura rahegI| turaMta prabhAva se kAravAhI honI chAhie hoTala para| dhanyavAda
1,Apa achChI la.DakI hai sUTa salavAra pahanatI hai aura sAde bAne meM rahatI hai aura isase achChA kyA desI kA sTAila hogA
1,lavalI garla phreMDa rikvesTa
0,"bhaMgI isake jIjA lagate hai isalie sAlA mazAka kara rahA hai bhaMgI isa desha ko svaCha bhArata kA nirmANa karane vAle haiM aura isa jaise loga gaMdagI phailAte haiM,,"
0,raMDiyA aba yahAM bhI bukiMga lene ke lie numAisha kara rahI hai
1,budhinA balado bhagavAna nA gIta bhajana kIrtana hoya lava barDasa soMga sAtha bhagavAna nU apamAna nA karo bhagavAna nU samAna karo  bhagavAna nI prAthanA karo guNa gAna karo hara hara mahAdeva
0,terI mA ki gAM.Da meM rilIja huI
0,aisI kyA dikhAnA chAhatI ho tuma pUrA dikhAo majA A jAegA
0,abeM raMDI vAle bhosa.DI vAle ma****** pAgala ho gayA kyA re bhosa.DI vAle sAle terI mAM kI cha** bhosa.DI vAle
1,"khudA bastA hai hara dila meM, to dila dukhAne vAlA apane khudA ko hI nArAza karatA hai | 😭😭😭😭😭😭😭😭😭"
0,gaMde nAle kI.De hai donoM havasa ke pujArI
1,bhAiyoM eka railI achChI sa.Daka achChe pAnI ke lie bhI nikAla lo
0,Choot me leMDa DalavAnA hai to phira batA mai TeDI hU
1,kyA kara rahI haiM bachchA
1,ho ghoDiyA.N tabele jaTTa honI mele chamache nA thAliyA.N nA sADe koI chele gharoM ThIka ThAka jaTTAM de javAka tIna TAima roTI basa jaTTa dI khurAka ve merI billI billI aMkha merI lAla goriye .....😰
1,"zamAne se nahIM, tanhAI se Darate haiM, pyAra se nahIM, rusavAI se Darate haiM, milane kI umaMga hai dila meM lekina, milane ke bAda terI judAI se Darate haiM"
1,sukara hai jyAdA choTa na lagI
0,Ye chAchU chAchI bahuta jhakAsa h🙄🙄🙄🙄
0,la.DakiyAM A jAo hamArI prophAila meM 👙👙👙👙👙👙👙👙👙👙👙🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
0,harAma deva ne kahA thA sAle ne
0,are bhosa.DI ke
1,ye hai hamAre desha ke shera Aya lavha iMDiMyA
1,aise hI la.Date rahanA hamArA bhArata achChA ho jAegA
0,pitA ne kamAI lUTA dI beTI ko kapa.De pahanAne meM aura beTI ne kapa.De utAra dI phaॉloarsa ba.DhAne meM
0,munnI badanAma huI DArliMga tere liye isa gAne meM munnI ToTala 29 bAra badanAma huI thI aura aMdhabhakta 8 sAla se hara jagaha badanAma ho rahe haiM !!😜
0,bina peMndu kA loTA to kahIM tAlI ThokavA rahA hogA
0,raiMDI hai tU raMDI
0,hamAre desha kI sarakAra gAMDa marA rahI hai eka ChAtA taka nahIM hai eka kaiMpa banavA do yaha saba nahIM karoge sirpha gAMDa marA hoge
1,sApa ko bhI pablisiTI chAhie 😜
0,jisane vIDiyo banAyA vaha bhI kuttA hai
0,muMha me laMDa lene kI kriyA kara rahI ho jAne mana
0,re madara kI jAta to terI bApa kI hai| hA agara terI bApa kI hai to sahI bolI terA bApa to hama hiMdustAnI hai|
0,🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮😐😐🤮 tU mujhe pAgala lagatI hai aura hama tumheM jAnate bhI nahIM IDiyaTa
1,taba merI vIDiyo sho hogI
0,haivAna kI mA.N kA  bho......... 🤣🤣Sda
0,aba eka bAra pratApaga.Dha meM Akara to dekha tere jaisI 5 sAla ke bachche  kaTTA kaTTA lekara ghUmate haiM
0,are bhAI kama se kama kapa.DA to Dhaka liyA karo
1,"garIbI kA nATaka karake jo logo  paise banA jAte haiM unakI madada to hama loga kara dete haiM para jinakI garIbI sAmane se dikhatI hai usa sachchAI ko hama sAmane se bhI nahIM dekha sakate ,  kisI garIba kI madada karake dekho dostoM dila meM jo sukUna AegA nA vaha hajAroM rupae kI pArTI karane ke bAda meM nahIM AegA"
1,agalI karavAI bhI kara hI DAlo darling
1,do chAra bAte hI kyU khUba bAte karlo 🙄🙄🙄
0,jo apanI mA.N kI ijzata nahIM karatA vo kisI kI beTI kI kadara kyA karegA mA.N tujhe salAma🌷🙏🌷💕💕
0,"bahuta pyArI ho ,aura kapa.De bhI bahuta achChe pahanatI ho,varanA kuCha la.DakiyoM ne bahuta ashlIlatA phailA rakakhI hai lAIka pAne ke lie"
0,pAnI kA bahAnA karake dUdha kA majA de rahI ho
1,"yAra ne dila kA hAla batAnA Cho.Da diyA, humane bhI gaharAI me jAnA Cho.Da diyA, Apa ne SMS karanA kyA baMda kara diyA, hamane mobAila chArja karanA Cho.Da diyA."
0,raMDI ke bhI bachche hote haiM kyA
0,tumhAre mAM kI chodUM raMDI kI vaisI vIDiyo DAlate bhosa.DI vAle Tika Taॉka bahana se sabako aise hI baMda karA diyA mujhako bhI baMda karA deMge tumhArI bahana kI cha**
0,Sadi Mai choTa lagane se pahale hI haldI lagA diyA jAtA hai l am correct
0,kauna sI pAgala ha
0,bahanachoda thoDI sharama kara
0,mAra khopa.DI to.Da sAle kA
0,shera to hama rabArI hai  dekhanA hai to Takkara lekara dekha  hindU baMdA  hara hara mahAdeva  rabArI kA  🚩🚩🚩🚩
0,gaddAroM ko  desha nikAla denA chAhie chAhe vaha kisI bhI rAjya pradesha ke jaya shrI rAma hara hara mahAdeva
1,pahale mujhe lagatA thA rAjanIti kA rAkhI sAvaMta kejarIvAla hai  magara ovaisI to usa se ba.DA nikalA 😂😂
0,Tveltha kA kaise gAMDa mAro jaldI mAro jaldI mAro mArate mArate hajAroM sAla
0,"phira eka bAra yuvAoM ko jhunjunA milegA, pako.DA talane kI bArI AI haiM| achChe dina A gaI, hara sAla 2 lAkha logoM ko rojagAra mila gayA, berojagArI dUra ho gaI, maha.NgAI khatma ho gayA, kAlA dhana vApasa le Aye yogI, garIboM ke khAte para 15 lAkha rupaye A gae|| saba kuCha nijIkaraNa hone para hI achChe dina A sakatA hai|| saba kuCha becha rahe haiM||"
0,sabase bhuka.Da aura ghaTiyA rAjya agara koI he bhArata meM to vo rAjasthAna he chora kahI ke khudakI nAma kI jamIna para kesIsI uThAkara logoM ko do rUpe byAja se karje ke nAma para lUTa rahe hai
0,pAgala chodAI hai hiMdustAna meM kahAM se paidA ho gae sAle pAgala chode
0,sAre utAra de phera majA AvagA
0,kyA kaॉnbineshana hai yogI ke Upara svAmI A gayA aba dekheM yogI aura svAmI meM kisako kyA pasaMda hai vaise 7 sAla purAnA kesa thA svAmI ke Upara hiMdU dharma se saMbaMdhita phira 5 sAla pahale bIjepI ne unheM kyoM le liyA aura sira AMkhoM para baiThAyA svAmI to kahate haiM una ke dama para hI sarakAra banI hai
0,"patnI agara pyAra nahIM de, to pati pyAra bAhara DhUMDhatA hai, aura agara vahI patnI pyAra de to ghara svarga bana jAtA hai"
1,sacha meM hameM bhI hai tumase mohabbata
0,mareMge saba bahuta jalda duniyAM kI janasaMkhyA kama hogI
0,👞👞👞se mArakhAyegA  mAdara choda
0,kapaDe kuThUna ANato asalI
0,sAlA ko jiMdA jalA dete tAki unheM bhI patA chalane se kise jalAne kA kyA aMjAma hotA
0,sAlA aMdhA thA kyA jagaha dekhakara kATanA chAhie nA
0,maiDama Apake sahelI ke pAMcha pAMcha baॉyaphreMDa hai Apa dera kyoM karatI ho Apa bhI pAMcha Che baॉyaphreMDa rakha lo prAiveTa kAma bhI chalatA rahegA aura kAma bhI hotA rahegA
0,gAMDa dogI masta haiM
0,logoM se jalo mat barAbarI karo pagal sAle
0,jiMdA jalAo sAle ko
0,Bhosdi la.DakI kuCha to sarama kara
0,agara karavAnA hai to meseja meM ripalAe karo ghara para AUMgA tere
0,dekho hiMduoM ko kaise mUrkha banAyA jAtA hai
1,kyA khUba surata hai maiDama jI
1,"kauna ho kahAM masta,"
1,isame paMjAba kI kyA bAta haiM
1,Apake Age ke jo dAta haiM mai unhIM ko dekhatA hUM 🙄🤣🤣🤣
0,chUtIyA Ahe tu
1,Apa kA vIDiyo maya apane chainala para Cho.DatA hu  nAma raushan star singer music
0,sUrA naMbara 69 aura hayAta naMbara 76 aura kura naMbara 786 maiM sApha-sApha likhA huA hai tuma logoM kA puravajanahiMdU hI thA jo talavAra ke Dara se salavAra pahana liyA thA🧔👈
1,vIDiyo gAnA bhakti durgA mAM kA
0,are kamIno 70 sAla ke gulAmo tumhArI aukAta basa yahI taka hai
0,sItA ki raMDI khAnA hai
1,helo yadi Apa jaisI socha sabhI kI ho jAe to koI la.DakI usake mAM-bApa se kabhI na karavAeM are la.DakoM yadi jannata pAnI hai to mAM ke AMchala meM jhAMka kara dekho
0,eka kAma karo sanI liyonI kI jagaha khAlI hai vahAM jvAina ho jAo paise bhI bahuta AyeMge aura phaimasa bhI ho jAegI aura majA bhI bahuta mile gA ye saba karane ke lie dimAga hai aura ye nahI patA chalatA hai kI isa para ChoTe bachcho pe kayA prabhAva pa.DegA
1,Apa opana mAiMDa ho to merI eka garlaphreMDa banavA do plIja
1,tU sArakhA mAge kA baghato
0,thoDA़ vahA bhI jhAMka liya karo jahAM balAtkAra kara ke rAtoM rAta lAsha bhI jalA dI jAtI hai|vahAM kisa kA rAja hai|
0,saradAra vallabhabhAI paTela jo desha ke Ana bANa aura shAna ke liye jiye lekIna kuCha harAmI ki vajaha se
0,😡 hiMdU dharma virodhI nAgiNa kA phana kuchalanA jarUrI hai nahIM to Age jAkeM o hinduoM ko pakkA DasegI.ye100% sahI haiM
1,hamAre tarapha se bhI khusha😙
1,baDe sundara DAMsa karate ho
0,Abe bc kashAlA ashyA posTa TAkato  chAMgalyA posTa taka kI
0,abhI kuCha nahIM dikhA aMdara kI chIja dikhAo
0,abe tU to chakkA hai
1,ApakI kAna kI bAlI bahuta suMdara hai jI🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺☘️🌺🌺☘️🌺☘️🌺☘️🌺☘️🌺☘️🌺☘️🌺💟💟💟💟❤️❤️❤️❤️❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🥰🥰🥰👍👍👍
1,khUbasUratI para Taiksa hotA aura TeMDara hame milatA to sabase pahale chAlAna hama Apa kA kATate✍️
0,sharma nahI AtI tho.DI
1,eka ke jAne ke bAda aba maiM aisA hu kI koI Ae yA jAe koI pharka nahIM pa.DatA isalie Aja mere pAsa 3 gf hai
0,"uMgalI uMgalI meM aMgUThI aMgUThI meM nagInA  la.DakI se mohabbata karake Cho.Da do kuttA kamInoM,❤️🥺❤️🥺💓🥺💓❣️💓😙💓😙♥️😙♥️🥰🥰💓💓😙💓😙"
1,🙏🙏hameshA khusharaho beTI 🙏🙏🙏🙏🙏🙏bahuta sunadara gIta🙏🙏🙏🙏🙏🙏🙏 achChI vIDiyo🙏🙏🙏🙏🙏
1,"duniyA aise bevakUphoM se bharI pa.DI hai jo hara bAta kA javAba nahIM meM hI dete haiM, . . . . kyA Apa bhI unameM se eka ho????? javAba jarura deM| 😂😂😂😂😂😂"
0,are sAle badamAsha ko aise vIDiyo DAlane meM sharma nahIM AtI hai bevakUpha bhAI
0,helo kaisI ho yAra mere ko bhUla gaI yAra bahuta yAda A rahI hai terI skUla se baMda hai
0,"agara aisI hAlata rahI to kuCha dino me aurate yadi yaha jAna jAyegI kI usakI kokha me la.DakA hai to use kokha me hI mAra DAlegI aise kaMlakakita aulAda paidA hone se achChA hai bInA aulAda ke rahe 😢😢😢😢😢😢😢😢sahI to bolI hai bachchI , la.DakiyA.N basa mAM kI kokha me aura kabra me hI surakShita hai 😢😢😢😢😢😢😢😢"
0,ye Dhakkana bhI haTA detI besharama
1,mujhe to rasagulle chAhie
1,loga kahate hai #dila kI suno..*❣ *lo #suna liyA aba #batAo ye...*🤨 *dhaka dhaka dhaka dhaka  kA  kyA #matalaba hotA hai_*🤔🤔
0,aise logo kA liMga kATa denA chAhie| aura jela kI sajA mile jaba bRRiddha ho jAye to jIbha kATa denA chAhie jaba mArane kI sthita meM ho to kisI chAkU se isakA sara tho.DA tho.DA karake kATanA chAhie ye mere vichAra hai aise logo ke lie
0,saba dina bhausarI vAlA kisamate sAtha degA apane bala para to jita
1,merI jAna pUjA kahAM para ho tuma
0,la.DakI to smArTa lagatI hai la.DakA ba.DA chuTiyA lagatA hai isake sAtha apane hisAba kA DhUMDhanA chAhie usako
1,janasaMkhyA niyaMtraNa samAna kAnuna bahuta jarurI
1,helo bebI misa yU TU bebI
0,mujhe ApakI pelAI karanI hai
0,terI mA.N kI     A.Nkha
0,"to.....DUba ke mara jA na kahIM besharma aurata......kyU.Nki, aurata to tU aba rahI nahIM...kalaMka jo bana gaI hai aurata ke nAma para...behayA besharma😏😡😡"
0,rAMDa  ChInAla bAI mulaM viDIo baghatAta  Amache
1,jakhma aisA diyA koI davA kAma nA AyI Aga aisI lagI pAnI se bhI bujha nA pAI
0,bhoI kuCha loga to Aja bhI baMdaro jaise hI dikhate chimpejI jaise bInA mu.NCha ke bakarA dADhI se U.NchA salavAra koI pharaka nahI puravajo me basa vo naMge rahate hai
0,sAlA kuttA kuCha bhI bhokta hai
1,hamAre rAShTrapItA garIba ko purA kapaDA pahaneko nahI milatA IsalIe jarUrata ke hisAba se kapaDe pahane unhone.... IsalIe Apa bApUjI kA majAka nahI uDA sakate...
0,ye chUchI hai kI chUchA|| madharachoDa sAlI davA lagA ke ba.DA kara lI haiM
1,bahuta akShA DAMsa hai Apa kA
1,nae loga AMkha mArate haiM
0,"jhaulA saMbhAla lo, uThA kara nikalane kA samaya jalda hI Ane vAlA hai"
0,liMga ko ChoTA kaise kareM koI upAya plIja batAeM
0,ye kutte sAle bhImaTe
1,masta layabhArI bAppA morayA re ANi Dhola tAshA jhAMja pathaka prAjaktA layabhArI tu 👌🌹💗🌹👌👍🚩🚩🚩🚩
1,eka naMbara kI adbhuta achChI bahuta achChI hai Apa bahuta dina ke bAda meM hamAre Tika Taॉka para AyA shukriyA salAma vAlekuma nasarullAha khAna kA
1,guDa maॉrniMga bhAbhI jI
0,Apa hI khUsha karo gI Apa kapaDe pahano yA na pahano basa hame khUsha kara do
0,ye raMDI koMna he
0,shAdI se pahale yA shAdI ke bAda bhI nahI karanA chAhie shAdI ho gayA kyA
0,seksI naMgA gAnA
0,kahA se yAra batA
1,"kyA hai ye..,,, & & ££##🚫🚫❓❓"
1,bhAI ko pAnI pilAo
1,majA A gayA dekha kara
1,masalana bahuta hI achChA hai
0,jisa la.DakI kI AI DI ena o bhosa.DI kA hai mAM kA lau.DA hI cha.DhA kahIM kA usakI mAM choda DAlUM
1,"hara pala me khushI detI hai mA, apanI ziMdagI se jIvana detI hai mA, bhagavAna kyA hai!!! mA kI pUjA karo janAba, kyUkI bhagavAna ko bhI janama detI hai mA…    Good morning 🌅 ji"
0,kA re mAdharchoda dUsarA gAnA nahIM milA thA dUsarI aura vIDiyo banAne ke
0,seksa karanedogI jInala
0,Are tuma naMgI nAcho bhosaDIkI
0,ToMTI chora| tuma sAIkala hI chalAo vahI ThIka hai|
1,phajasashara subaha prema kavara
0,"ina mAdarachodoM kI koI maॉM yA koI bahena hogI nahI, isaliai mAdarachoda isa taraha se galata bhAShA kA upayoga karate haiM? aisI viDIyo agara terI maॉM yA terI bahena dekha letI to tUme beTA yA bhaiyA kahenA bhUla jAtI?🙏"
0,mara jA bhosa.DI ke ma****** mAtA kI jaya
0,"jaba laDakI ko khuda ko sharma A rahI hai lAne me ,vo to laDakA haiM|aura laDakI ko dekhakara lagatA nahI ki vo kabhI bAhara nahI jAtI|"
1,laDako ko laDakIyAM Che.DatI hai laDakIyAM bhI kuCha kama nahI hai laDako ko Che.Dane ke mAmale meM
1,Apa loga kA kAma hI yahI hai
1,isa viShaya para chAra dinoM mai chAra posTa A chukI hai
0,eka bo ye bAbA rAmadeva jo sabase ghaTiyA samAna becha rahA hai aura sabase mahaMge dAmoM para vo bjp kI sarakAra Ate hI kitanA ba.DA kArobArI bana gayA eka phakIra bhikArI thA bjp se pahale
0,jaba banAnA hI nahI AtA to banAte kAhe ho chIla kA mUta
0,ina pAkhaMDiyoM ko desha se bhagAo
1,🧕mA.N ko 🧕narAja karanA 🥀 iMsAna 🙎‍♂️terI 👳‍♀️bhuula hai 🌺 mA.N 🧕ke kadamo👣 kI💐  miTTI 🗨️jannata 💘🌺kI dhula hai
1,beToM se kama sevA nahI karatI beTIyA phira bhI beTI ko loga patA nahI kyA kyA sochate hai😥😥😥😥
1,Apa bahuta hI khUbasUrata ho 👌👌
0,mAdara choda AyegA 😜😜🤣🤣
0,pAkistAnI raMDI aisA choda dUMgA bahana choda
0,jAkara TaTTI kara A
1,lagatA hai mujhe Cho.Dakara saba mara gae
1,mujhe to sirpha 4 hI dikha rahA hai aura kuchh nahI dikha rahA hai
1,yUpI meM aisA hI hotA hai kAshI vishvanAtha maMdira ke pAsa gaMgA jI ke kinAre kaI mahIne se 1 kilomITara sa.Daka nahIM bana pA rahI hai
1,"mujhe isa bAta kA gama nahIM ki badala gayA zamAnA;  merI jiMdagI to sirpha tuma ho, kahIM tuma nA badala jAnA!"
1,"🌹🌹😥😰😕😐😳😞🌹🌷 mahaphUja rakhatI hU.N dila meM, tere ishka kA phasAnA, A.NkhoM se paDha liyA karo, kyA jarUrI hai batAnA..  🌺🥀🌮🧀🍹😀🌷☘🌞🌺🥀"
1,chalo bulAvA AyA hai mAtA ne bulAyA hai jaya mA chAmuMDA
0,nikala lau.De pub ji ke Chakke
1,dArU jo chaDatI bhI hai aura utaratI bhI hai pi ke dekhanA
1,gaI bhaiMsa pAnI meM nayA sAla phira se bekAra 😫😫😫😫 ghara meM raho sukhI raho🙏🙏🙏
0,la.DakiyAM do TAMgoM ke bIcha meM achChe lagate haiM yA to jaba muMha meM letI haiM taba achChI lagatI hai bAkI gaTara meM achChI lagatI😃😃😃🖕
1,jo chiMkI nahIM vaha miMkI hai aura jo miMkI nahIM vaha chiMkI hai|
1,kyA bAta hai Apa kA to javAba hI nahI
0,ye aMdha bhakta Aja bhI nahIM sudhare            desha ko 1947 ke pahale kI gulAmI dilA kara mAnegA
1,🌹oama sAIM rAma jI🌹 🙏🙏🙏🙏🙏🙏🙏🙏
0,kaimarA maina bAda isako achChe pelA hogA
0,kAMgresa meM sAre ke sAre TopA hai gaddAra hai
1,selama kA bhI vahI hAla hai jI
1,ye aba hara sAla AegA yahI to eka bahAnA hai sarakAra ke pAsa kaba kyA baMda karavAnA hai
1,mata jAnA plIja mujhe patA hai phira kyA hogA
1,So Sad 😢😢😢 bhagavAna saba kI Atma ko  shAnti de OM shAnti OM shAnti OM shAnti OM shAnti OM shAnti OM shAnti OM shAnti OM shAnti OM shAnti OM shAnti OM shAnti OM shAnti OM shAnti OM shAnti OM 🌸🌸🌸🌸🌸🌸🌸🌸🌸
1,chunnI jaba uThA ke dhulogI taba patA chalegA
1,mujhe bejatI karane meM AtA hai
1,Aja kala gAlI bhI loga ba.De    khushI se dete hai ....   idhara gAlI dete hai aura mAra       kahI aura khAte hai ....😂😂
0,are bhAI mujhe kyoM pAgala kara rahe ho
1,chAra gaddI nahIM HR hotA hai
0,⚔️☠️haivAna👹zindAbAda☠️⚔️ᴛᴇʀɪ. ʙᴀʜᴀɴ. ᴋɪ. ᴄʜᴜᴛ. ᴋᴏ. ᴄʜᴀᴛ ᴄʜᴀᴛ. ᴋʀ. ꜱᴀꜰ. ᴋʀᴜɴɢᴀ. ꜰɪʀ. ᴀᴩɴᴇ ᴢᴀʟɪᴍ ʟɴᴅ ꜱᴇ ᴄʜᴜᴅᴀɪ ᴋʀᴜɴɢᴀ
0,yahI pharamAne nabI hai tuma jaisI ho ne hIM to islAma ko badanAma kiyA hai yahI pardA  sheyara chATa para Akara baiThane kA  apanI mammI ko bhI baiThA liyA karo sheyara chaiTa para lagara
0,"AyasA ko mere DaMDe para biThA kara saUdI araba Cho.Da AUMgA raMDI ko , chU_______ ta prasAda kI taraha bAMTa rahI hai 😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜"
0,eka to koI filma hiTa nahI kAma se kama bachchA to Ane kokha meM  pala letI sAlI
0,eka ko to Cho.Da chuke ho kisako bulA rahe ho
0,sAlA sahI kyA nahI to kamA ke denA paratA
0,sharma karo chAchA miyA apanA nahI kAma se kama TopI kA lihAja kariye beva.De jaise nAcha rahe hai
1,"maiMne bhI use manAne ke lie bahuta royA para use koI farka nahIM pa.DA, use koI farka nahIM pa.DatA ki mai kaisA hUM jaisA nahIM hUM , para usake rone para mai bhI ro detA thA, aba to hara roza rone kI Adata sI ho gaI hai, ghara vAlo se Chupakara ronA pa.DatA hai I"
1,are merI AMkha laga gaI thI abhI uTha kara AI hUM chAya banAne ke lie
1,sharmA jI kA ballA nahIM chalA to purI TIma ne ghuTane Teka dIyA
1,Apake isa gAne meM AvAja nahIM A rahI hai maiDama jI
1,bahuta achChA vIDiyo hai achChI laga rahI ho
0,abe kuCha to sarama kara ChaChUMdara
1,lAgA chunarI meM dAga miTAUM kaise |
1,para... shAyada aise vyakti se nahIM mile jo pahale kuCha bhI nahIM thA yA utanA kAmayAba nahIM thA jitanA ki kisI aurata ke milane ke bAda jo ki usa aurata kI preraNA aura sAtha kI vajaha se hotA hai aura aksara ye aurata to janma ke samaya se kisI vyakti ko mila jAtI hai eka mA.N yA bahana ke rUpa meM|
1,mAravA.DI paridhAna me viDiyoM banAo
1,chUDI pahananA bhUla gayI
1,kitanI achChI ismAIla hai najara nA lage  kisI kI
1,karma karake kuCha hAsila nahIM kara pA rahe ho to eka bAra kAMDa karake dekho😋😋😋😝 🤑🤑🤑🤑😜😜😝🤓🤓😎🤩
0,chuta masta hai
1,are bhAI jyAdA jaldI bAjI mata karo helameTa lagA lo nahIM to pulisa mAregI  DAnaDA
0,"ye ka,TuA🐖 machChara hI mAregA aba to suvara 🐖kI philma dekhanI baMda kara dI sanAtanI bhAiyoM ne  khAna gaiMga se mukta ho bAlIvuDa"
0,kaMDoma mata dikhAo
1,iMsAna se jyAdA to ye jAnavara samajha dAra hai|
1,dina meM maiM kAma karatA hUM nA
1,bahuta ba.DhiyA DAMsa kara letI ho tuma guDa
0,maiM isa rAma kRRiShNa kI dharatI para sirpha rAma aura kRRiShNa kI kRRipA prApta kara rahA hUM | kisI allAha yA God kI AvashyakatA nahIM
0,"bIjepI ne bhAratIyoM ko hI samApta kara diyA hai|hameshA Polarization kI rAjanIti kI hai| ne rojagAra kI bAta kI, ne vikAsa kI bAta ki Apane bIjepI Cho.Da kara bahuta hI achChA saMdesha diyA hai jisase ki yaha jo aMdhabhakta loga haiM, vaha apane Apa meM sudhAra kareM aura desha ke bAre meM jAne kyA achChA hai aura kyA burA hai?"
0,aura mAro madarachodoM ko
1,isake  kAna meM pAnI jarura gayA hogA|
0,tere mAM bApa nahIM hai kyA jo naMge hokara vIDiyo banAte
1,jo huA achChA huA 👌🚩🚩🔱🙏
0,"chaMda paisoM ke lie jisane mugaloM ke Age dharma se majahaba meM A gae, mugaloM ke Age jinhoMne sala,,, vAra khola diyA thA| tuma loga unhI kAyara hiMduo kI aulAda ho| jAke apanI 4,5 pI.DhiyoM kA patA karo ,sacha patA chala jAegA|"
1,yAra tuma vIDiyo bahuta gajaba ke banAtI ho tumhArA hara vIDiyo lAjavAba hotA hai
1,bulAte haiM magara  jAne kA nahIM
0,yaha terI nAnU kATA kuttiyA kI
1,pyAra karoge to udAsa rahoge  shAdI karoge topareshAna rahoge  lava karoge to devadAsa rahoge  aura hamase dostI karoge to biMdAsa rahoge...
1,aise dekhA hai pAgala mata karo
1,bahuta yAda AtI hai skUla kI
0,bahuta hArAmI hai bhosa.DI vAlA mujhe bAlI bhI apanI ma******* rahe haiM patA nahIM kyoM ise van nahIM karate
1,kumArI shraddhA tAI 💞🤗🦋
1,👉🐱 inako chAhe jo marzI dedo😝😂😂
1,koI mujhase bhI bAta karo nA yAra 💗
1,rohita sharmA rosuperhit sharmA
1,🌹🌹🌹 Apako bhI sharada pUrNimA kI badhAI 🌹🌹🌹
1,madara DeyarI milka
1,🕉🪔jaya shrI gaNesha mahArAja jI🙏🌹
1,gho.DA kuttA maChlI billI kI baiMka🙆🙆🙆🙆😁😁😁😁😂😅😆😁😚😊😛😛😛😛😛😛😛😛😛😛😛😛😛😛😛😛😛😛😛😛😛😛
1,AI lAI kiyU ❤️💋 kasama se
0,ina..ko vekshIna...tabhI lagAyA gayA hogA jaba ye AisA kapa.DA pahana ke AI hogI
0,tyA mobAila chyA kaimarAnI eka avaghaDa kelaya ..... sAlA kaLatacha nAhI koNa kitI phhaTAkA Ahe te... 🥵🥵🥵🥵
0,lagatA hai chUta.Da TAiTa kiyA jA rahA hai 😂
0,terI mAM kI chUta.DoM
1,guDa maॉrniMga jI ☕☕🌅🌄
0,hIchyA vara ghoDA uDavAyalA pAhije
1,hijAba sirpha eka ChoTA sA kapa.DA ha ora Apa logoM ne use dharma se jo.Da ke rakha diyA hai |kiyA burAI ha  usako pahanane ma hara kisI ko apanI marjI se vastra dhAraNa karane kA adhikAra hai
1,🌹kadara karo usakI 🌹jisane pUrI duniyA meM🌹 🌹Apako chunA hai chAhe phira🌹 vo pyAra ho yA dosta🌹🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗😍(.balkrishan😍saini.)🤭
1,"jaba bhI jakhma tere yAdoM ke bharane lagate hai, kisI bahAne hama tumheM yAda karane lagate hai, hara ajanabI cheharA pahachAnA dikhAI detA hai, jaba hI hama terI galI se gujarane lagate hai."
1,""" rishte khUna ke nahIM hote, rishte ehasAsa ke hote haiM; agara ehasAsa ho to ajanabI bhI apane hote haiM; aura agara ehasAsa nA ho to apane bhI ajanabI ho jAte haiM|❤❤❤❤❤❤❤❤❤❤"
0,mana choda sAlI kaminI
0,dikhatA hai isakI gAnDa meM kI.DA hai
0,Apake kapa.De aura Apake sUrata dekhakara aisA laga rahA hai ki koI bhAlU baiThA hai
0,isase achChA Apa kapa.De haTAkara phira vIDiyo banAeM
0,sahI bAta hai para merA to nahIM koI sAlA hai aura na hI koI sAlI hai
